filename,width,height,class,xmin,ymin,xmax,ymax
CarLongPlateGen2298_jpg.rf.4a5e69ce9eb3501fd58c65835daaa0ce.jpg,472,303,License_Plate,231,197,343,242
CarLongPlate79_jpg.rf.a9d3feb80baee16a1577660ec853b973.jpg,472,303,License_Plate,137,137,253,163
CarLongPlateGen502_jpg.rf.d615e982e2bff27200b3a440bcfbf304.jpg,472,303,License_Plate,268,176,328,190
CarLongPlateGen546_jpg.rf.7f7b57534ebc9641278282b4ae3a14a1.jpg,472,303,License_Plate,245,146,277,158
xemay2191_jpg.rf.6d31e573787f062d9aead9938f1c0082.jpg,472,303,License_Plate,201,195,239,229
xemay2195_jpg.rf.500d2df928df90b495caa664b778de69.jpg,472,303,License_Plate,195,65,232,92
CarLongPlate730_jpg.rf.d903170bddb042a73960aa3b49a8222a.jpg,472,303,License_Plate,242,175,338,203
xemay669_jpg.rf.f8d03468363e58173ad2a84591d84089.jpg,472,303,License_Plate,175,81,264,154
CarLongPlateGen564_jpg.rf.4aae3e07d0cdfb50fdcf7b3dda1d957e.jpg,472,303,License_Plate,280,167,325,178
CarLongPlateGen2311_jpg.rf.2701dd231182ca078c3fbafc637f21a2.jpg,472,303,License_Plate,281,131,423,187
WhatsApp-Image-2022-04-04-at-2-25-07-PM_jpeg_jpg.rf.087a02ab366c35f01460361f14fe7eaf.jpg,1600,1200,License_Plate,469,707,980,920
CarLongPlate72_jpg.rf.b27c2b873c8035ca3c4ff44aae33b050.jpg,472,303,License_Plate,250,230,349,254
xemay2179_jpg.rf.beb2b9fbd33b07cffc19753cea67d479.jpg,472,303,License_Plate,222,127,272,157
xemay2225_jpg.rf.a3053e189ccf82f73febb387c128ecc8.jpg,472,303,License_Plate,172,70,229,106
CarLongPlate784_jpg.rf.ab3905f4ed0990a0720cbf6e41cf7a77.jpg,472,303,License_Plate,135,221,230,244
CarLongPlateGen535_jpg.rf.1af5c2ed0142666646d2a39efd70a7b7.jpg,472,303,License_Plate,237,169,296,184
WM64UMA_jpg.rf.a935200d7293230725ac65563f6f9c8b.jpg,416,416,License_Plate,246,256,347,291
xemay2222_jpg.rf.0b9e26dc9b5c5bc1ad5838fc6402ca39.jpg,472,303,License_Plate,176,141,227,171
CarLongPlateGen2346_jpg.rf.81b45c3353dbd96a252646529f631b8d.jpg,472,303,License_Plate,244,208,387,249
CarLongPlateGen2363_jpg.rf.b8f80ef53414dc742673a8c540329ba2.jpg,472,303,License_Plate,212,35,320,80
CarLongPlateGen2362_jpg.rf.33f72691dc7cd1e2c967bbca8284fa16.jpg,472,303,License_Plate,243,37,363,81
CarLongPlate788_jpg.rf.f7bd94b6c1e2fe6204fbee5729396d86.jpg,472,303,License_Plate,227,222,325,251
CarLongPlate811_jpg.rf.3c5fd6805d28ada95494735d95822a28.jpg,472,303,License_Plate,276,186,346,205
CarLongPlate757_jpg.rf.e718a8931c625b7a2ece62fb8c79e05b.jpg,472,303,License_Plate,206,208,302,233
xemay2232_jpg.rf.29083d4c38efbac98540d56505d06c15.jpg,472,303,License_Plate,193,213,249,251
VY90540_jpg.rf.3199d18966e433f48478e8287d221816.jpg,416,416,License_Plate,191,203,264,230
xemay699_jpg.rf.648e9867c280aa2f84048a6935c50ba8.jpg,472,303,License_Plate,156,52,238,118
xemay690_jpg.rf.86eb2305e602a99bb14d05f01e473ca1.jpg,472,303,License_Plate,40,127,128,197
CarLongPlate741_jpg.rf.1f5eac8dcc9c61481faad9837de5c0f3.jpg,472,303,License_Plate,233,158,340,193
CarLongPlateGen551_jpg.rf.ef531761b704392b27e136fc10d0271c.jpg,472,303,License_Plate,164,135,206,147
xemay2192_jpg.rf.f7ce6eb752fd3cad6fdac499946e88b6.jpg,472,303,License_Plate,178,210,224,247
CarLongPlate802_jpg.rf.3022765abdfe78b662344401814f46c6.jpg,472,303,License_Plate,241,169,329,195
CarLongPlateGen2321_jpg.rf.6fdb3786f38619a0788f97328f26e05e.jpg,472,303,License_Plate,225,193,339,226
004f62edd382ccb8_jpg.rf.1d1dacad5cb16047c76ad0a580d2a66d.jpg,1024,613,License_Plate,646,93,668,112
CarLongPlate698_jpg.rf.48280abc248389cdb182909085d81263.jpg,472,303,License_Plate,238,158,323,184
xemay1315_jpg.rf.e1964a81c0c896412ec195b0f59bed77.jpg,472,303,License_Plate,215,70,305,156
CarLongPlateGen1688_jpg.rf.0db23a04003d19222ad31066763aa919.jpg,472,303,License_Plate,250,161,350,199
CarLongPlateGen1690_jpg.rf.0d3c500899ba0ed98eda549e163758cf.jpg,472,303,License_Plate,211,195,316,230
CarLongPlateGen1669_jpg.rf.ce641ff12cdeedf4686103f1fbc15302.jpg,472,303,License_Plate,172,135,279,165
CarLongPlateGen1686_jpg.rf.adaeff1bfd398d7cfa3a20f08b074ac6.jpg,472,303,License_Plate,213,171,309,199
CarLongPlateGen1699_jpg.rf.35fdc061a4943f293014de7f4d5d42ad.jpg,472,303,License_Plate,212,161,314,190
CarLongPlate703_jpg.rf.69e4bdcd95616a96b3acb5e931b483c5.jpg,472,303,License_Plate,220,206,322,239
CarLongPlateGen2374_jpg.rf.d57d684ac07574049e54ab138526c664.jpg,472,303,License_Plate,272,123,387,168
boderquandoi108_jpg.rf.573fb8cdd9c6429acd3e416c9eccd7d0.jpg,660,441,License_Plate,467,297,498,313
xemay2205_jpg.rf.0f520d2450a73eeb777951f439ab69d6.jpg,472,303,License_Plate,262,144,319,175
CarLongPlateGen2365_jpg.rf.a45dbe2f591bb41719e70a3b7f4651bf.jpg,472,303,License_Plate,212,203,331,238
xemay2176_jpg.rf.d90822233e69c2c9034971f559fc7421.jpg,472,303,License_Plate,196,83,229,106
CarLongPlateGen2329_jpg.rf.34ed886469eb933e4a9a3811b100041e.jpg,472,303,License_Plate,270,158,374,194
CarLongPlateGen1708_jpg.rf.59a045c960faf8228ed12f32d1d1a12b.jpg,472,303,License_Plate,240,218,340,249
CarLongPlateGen581_jpg.rf.2890a9abb6a907e4b21a957890985958.jpg,472,303,License_Plate,207,242,263,254
CarLongPlateGen2306_jpg.rf.7217510f0021060a5f37d6b6a8f45719.jpg,472,303,License_Plate,205,261,324,302
xemay1320_jpg.rf.a4b69e489c4ad4f9b2d44060505a3648.jpg,472,303,License_Plate,203,81,298,164
xemay2182_jpg.rf.b17dedab4bdba039b86fef4132ec2acb.jpg,472,303,License_Plate,262,120,305,157
CarLongPlate794_jpg.rf.030061c98282d78ab4e8c27bf11db7c4.jpg,472,303,License_Plate,163,229,269,263
CarLongPlate801_jpg.rf.3b700ea886fb51794953f45ffb5bc1a5.jpg,472,303,License_Plate,318,257,399,280
pic_582_jpg.rf.ef2db26aefa0f4fb112840606f231189.jpg,384,288,License_Plate,28,85,188,130
CarLongPlateGen1717_jpg.rf.d5f0583eb0d3a126d2e77c30c64c6f72.jpg,472,303,License_Plate,205,234,307,262
CarLongPlateGen3254_jpg.rf.be7956d02404b5e7abce2c8bc888358f.jpg,472,303,License_Plate,247,150,350,218
xemay1381_jpg.rf.8b7bbb673c5d645c81c48a67252d3069.jpg,472,303,License_Plate,227,120,324,199
boderquandoi42_jpg.rf.e3a288a26abc9a2e0dfd4a9135a6e5a9.jpg,640,431,License_Plate,411,246,447,259
CarLongPlateGen1661_jpg.rf.f4de904005d0f5ec0b74922890ed8e9d.jpg,472,303,License_Plate,168,132,277,161
CarLongPlateGen1668_jpg.rf.85ae81ddcee0045f7db0a976e7d485de.jpg,472,303,License_Plate,195,138,312,170
CarLongPlate747_jpg.rf.2826e7ac16b6a88956a7f182af987345.jpg,472,303,License_Plate,202,198,299,226
xemay2219_jpg.rf.ea782d2a89af91fdc362a507a805bd2e.jpg,472,303,License_Plate,176,140,228,169
CarLongPlateGen1709_jpg.rf.4736eeb3cc9f56c13344d90dd115ba16.jpg,472,303,License_Plate,241,151,335,186
CarLongPlate713_jpg.rf.72ceb54c14a2ac19ee374aee4fc6a345.jpg,472,303,License_Plate,214,200,318,234
xemay1326_jpg.rf.a9d3ac4229efecc59d0200501254219a.jpg,472,303,License_Plate,240,109,338,198
pic_630_jpeg_jpg.rf.534e38a0adcd3048af8e0e8c29f9dd96.jpg,1024,768,License_Plate,127,243,880,575
xemay2231_jpg.rf.524a9ea18fa82b97961013739b4193c9.jpg,472,303,License_Plate,228,183,268,218
xemay1362_jpg.rf.acb5fe6d67c9133a142eacfafbed11cc.jpg,472,303,License_Plate,182,116,286,192
CarLongPlateGen3197_jpg.rf.c8418d48efaf0c1570efb1166eb8c646.jpg,472,303,License_Plate,251,226,329,282
CarLongPlate723_jpg.rf.9821faa3941a244c7dc6df520d744b2f.jpg,472,303,License_Plate,290,247,375,274
CarLongPlateGen1714_jpg.rf.530906d16a44ca196d4de2f9a134687b.jpg,472,303,License_Plate,242,193,335,216
CarLongPlate804_jpg.rf.274ca150d98cd63595f1e2318af165ea.jpg,472,303,License_Plate,202,257,283,277
xemay137_jpg.rf.189c286409907f4064c5ce6674adc47d.jpg,472,303,License_Plate,257,151,356,239
CarLongPlateGen1659_jpg.rf.f8da6b92001be84eb3364a82575172d6.jpg,472,303,License_Plate,119,49,226,79
CarLongPlateGen1703_jpg.rf.2a349e3d6da9386bed2287d77bbe6516.jpg,472,303,License_Plate,221,206,326,239
CarLongPlateGen1696_jpg.rf.a72358800b15eb6c0ad324f459eb8050.jpg,472,303,License_Plate,234,141,331,174
xemay1370_jpg.rf.11e1a7afc2dda01719cdfa6fabca5534.jpg,472,303,License_Plate,199,185,292,257
Cars20_png_jpg.rf.5624046f178bab4640c620ef5755b228.jpg,400,244,License_Plate,17,134,47,151
pic_637_jpg.rf.8912df3e6c78a391c5f1b0ec307a6963.jpg,390,520,License_Plate,123,252,196,301
CarLongPlateGen1721_jpg.rf.4981167ad97f4ac9cfedd7211254e7ec.jpg,472,303,License_Plate,231,220,334,250
CarLongPlateGen3239_jpg.rf.eeb6db1c0a0fc58ec5639ec9c38e1bb2.jpg,472,303,License_Plate,218,176,316,211
003f2728d2f8847e_jpg.rf.a54177dedf4ed04fcdd6487ae694f657.jpg,1024,768,License_Plate,571,407,585,417
003f2728d2f8847e_jpg.rf.a54177dedf4ed04fcdd6487ae694f657.jpg,1024,768,License_Plate,756,460,783,475
003f2728d2f8847e_jpg.rf.a54177dedf4ed04fcdd6487ae694f657.jpg,1024,768,License_Plate,255,392,271,403
003f2728d2f8847e_jpg.rf.a54177dedf4ed04fcdd6487ae694f657.jpg,1024,768,License_Plate,395,354,399,356
CarLongPlateGen3219_jpg.rf.840a449e3130f6b774bdb5b3b2df7437.jpg,472,303,License_Plate,225,139,325,188
CarLongPlate814_jpg.rf.99d90493dc8e34ab19aa4d6a2e03e376.jpg,472,303,License_Plate,295,231,376,255
xemay1385_jpg.rf.62cc0114d25a4f518f7ecf5ec6984763.jpg,472,303,License_Plate,194,204,298,293
xemay2242_jpg.rf.e00f78a88806792de17aa5fc9d825f1c.jpg,472,303,License_Plate,277,130,325,182
xemay1322_jpg.rf.e6fd53e04996f8fb187e5aa8ab2f71e8.jpg,472,303,License_Plate,206,13,301,90
pic_567_png_jpg.rf.c57c8ebb63de9b83456707eceb82a0e0.jpg,1680,1050,License_Plate,726,440,941,577
boderquandoi92_jpg.rf.9c6232810150a0952d915b59d77fda78.jpg,640,427,License_Plate,342,279,362,288
CarLongPlate746_jpg.rf.787b3a66ec63b83efda9ab3910bb8725.jpg,472,303,License_Plate,116,235,234,264
xemay1346_jpg.rf.9ad57cc4dd6a7b8a5293f40fd5ea4a43.jpg,472,303,License_Plate,129,125,238,207
pic_560_jpg.rf.db10eaf878b1adb1d54326a49a2e1251.jpg,728,546,License_Plate,302,295,423,364
CarLongPlateGen3221_jpg.rf.47b9f6d73ed695bd95030ca46fc2fac2.jpg,472,303,License_Plate,222,185,317,224
xemay1344_jpg.rf.e2640a3a8176c582fec2b80dc7b6d7b7.jpg,472,303,License_Plate,195,132,291,216
xemay1377_jpg.rf.47d1fcd0238da1dfc2ae1df211f25c63.jpg,472,303,License_Plate,178,154,269,225
xemay1352_jpg.rf.679d96f2191af14e70f79af2ae8952f1.jpg,472,303,License_Plate,162,137,258,222
CarLongPlateGen3195_jpg.rf.700f48e547806766655966497ee4b055.jpg,472,303,License_Plate,270,244,354,285
CarLongPlateGen3203_jpg.rf.fc34dc4284ed264e4f2ee79bd4314d4b.jpg,472,303,License_Plate,196,247,289,293
CarLongPlateGen3285_jpg.rf.33c21fc59bc87bae16417b707f14f0c0.jpg,472,303,License_Plate,226,140,328,201
xemay1372_jpg.rf.553bf2b7198c034f9d588efbbe2fc4ce.jpg,472,303,License_Plate,182,135,271,208
pic_568_jpg.rf.10e43b5e8e69cd8b8acb3282f7c127ce.jpg,1024,765,License_Plate,805,480,929,548
pic_624_jpg.rf.11640a7ae0fdb016452dc87476d2ea79.jpg,640,480,License_Plate,228,293,379,345
pic_642_jpg.rf.01c39e8a8922578a0053d8b875b0b58e.jpg,640,853,License_Plate,265,523,387,599
CarLongPlateGen327_jpg.rf.941ff3b3a986e528b6495c10916d410e.jpg,472,303,License_Plate,260,183,313,197
pic_596_jpg.rf.c9fc5773aabb195d30081c1f0fc4df3a.jpg,600,349,License_Plate,94,117,217,165
boderquandoi39_jpg.rf.93de9e40588fa72ea863b437edcb768b.jpg,600,400,License_Plate,266,209,299,222
boderquandoi39_jpg.rf.93de9e40588fa72ea863b437edcb768b.jpg,600,400,License_Plate,169,206,189,215
pic_594_jpg.rf.55c18758352c6c410f918778c72adeed.jpg,500,343,License_Plate,106,210,151,242
CarLongPlateGen1695_jpg.rf.a6cde6392be2a77d90c2b964b310c413.jpg,472,303,License_Plate,237,166,328,197
CarLongPlateGen3278_jpg.rf.8a4421605188a7b549a0870c93f65143.jpg,472,303,License_Plate,273,150,366,210
xemay1387_jpg.rf.ba8a1d862f87d62e3ea739f819c1e592.jpg,472,303,License_Plate,253,48,344,130
CarLongPlateGen3216_jpg.rf.b00554ba417a1ca9a082c01fcb21c7b0.jpg,472,303,License_Plate,150,66,263,109
pic_577_jpg.rf.bcf237956e07995cf9487dbaf3215255.jpg,550,519,License_Plate,236,240,340,306
CarLongPlateGen591_jpg.rf.1fee74bd46a372b4c9c71edc3681e1c0.jpg,472,303,License_Plate,187,208,233,222
CarLongPlateGen324_jpg.rf.1b1b60293aa3066b3f45a41ef5e4e3b0.jpg,472,303,License_Plate,222,202,287,217
CarLongPlateGen588_jpg.rf.e3bd253d1ba45a0715e01ac714e3121b.jpg,472,303,License_Plate,224,194,276,205
CarLongPlateGen3251_jpg.rf.2e18bdc7427df0af25ade3db83400738.jpg,472,303,License_Plate,173,200,268,271
003cd2790a0978ef_jpg.rf.14e955cb9f8fa691fd23cb0e2bea8163.jpg,1024,376,License_Plate,166,274,234,326
xemay1345_jpg.rf.3d1b50b44f7950ea6885fe983035f679.jpg,472,303,License_Plate,198,116,295,200
xemay1373_jpg.rf.8402c093ca1b93a88c14294b12d9446a.jpg,472,303,License_Plate,129,116,238,205
xemay1353_jpg.rf.127424e24af47ab5396dcd0dc363da41.jpg,472,303,License_Plate,248,65,343,146
boderquandoi51_jpg.rf.1b3e611dd702199874da425c90519f8c.jpg,660,474,License_Plate,345,260,380,286
pic_561_jpg.rf.bb764e0372dde018ccf0cfe935c04a0d.jpg,500,375,License_Plate,212,147,321,204
CarLongPlateGen634_jpg.rf.dfd25e693c93d4f3b8c73f3a7477c3d9.jpg,472,303,License_Plate,264,165,306,175
pic_600_jpg.rf.cb7bb777b938c9dc12088fa0a01d9d7b.jpg,860,600,License_Plate,85,445,165,476
pic_600_jpg.rf.cb7bb777b938c9dc12088fa0a01d9d7b.jpg,860,600,License_Plate,714,445,793,482
002521102ecfac4c_jpg.rf.91d3ff9c4e84d24f1f95500eff5a23fe.jpg,768,1024,License_Plate,394,840,457,875
CarLongPlateGen3193_jpg.rf.a7a426bc7182b25b085e6258a0db4f1d.jpg,472,303,License_Plate,237,178,329,229
CarLongPlateGen1723_jpg.rf.7b18d7cbf5dea6f47dd745f29c8c892f.jpg,472,303,License_Plate,215,207,313,241
CarLongPlateGen3283_jpg.rf.661c54751155e8172cdf48ccd9c427c8.jpg,472,303,License_Plate,189,173,297,218
0083caf6f97b3d97_jpg.rf.6d0d432a7788ea231db0bfaa23e194a1.jpg,1024,761,License_Plate,392,580,606,660
xemay1350_jpg.rf.f011495aa9f97fb5a67056758b7f930e.jpg,472,303,License_Plate,199,59,299,132
CarLongPlateGen682_jpg.rf.3a5f1b5004ef7aa53b40fe98b7905a98.jpg,472,303,License_Plate,145,176,189,188
CarLongPlateGen3250_jpg.rf.7070d7577033328cd0d48f5b5e3e4853.jpg,472,303,License_Plate,236,214,353,272
CarLongPlateGen3267_jpg.rf.9f62029cd3aae07df32c28abf4cc299c.jpg,472,303,License_Plate,195,181,289,236
xemay1349_jpg.rf.372cbaf25d90deb79261ae94a128e71c.jpg,472,303,License_Plate,124,94,220,173
00071c51c8e92a68_jpg.rf.446f345e7d5974082616d32dd8eb3d27.jpg,768,768,License_Plate,532,479,651,551
CarLongPlateGen3274_jpg.rf.4edf6a81cfeb44ecdcd4e48ed9d86d29.jpg,472,303,License_Plate,244,210,352,268
pic_618_jpg.rf.dd4fe7cfcee7c098b2b3551102277c6a.jpg,799,598,License_Plate,336,290,481,379
25-cdmx2016esc_jpg.rf.b33e20a21242f24e4210cbcdfdd2e276.jpg,250,125,License_Plate,3,2,245,119
boderquandoi90_jpg.rf.472d78643961a3cfd54ef2a4ea2e6249.jpg,640,427,License_Plate,340,226,358,235
xemay771_jpg.rf.c61491ca1356aa6524cead346cc796e1.jpg,472,303,License_Plate,172,53,253,122
xemay2357_jpg.rf.d97f702daa7747c09673c76aa7a12b67.jpg,472,303,License_Plate,120,206,168,246
001679a19bb6fd3f_jpg.rf.2d93a7f26b44c5d3ef2cb219e2ecb403.jpg,1024,768,License_Plate,6,407,42,426
xemay2343_jpg.rf.936ce1bb09cad4bfdb2c6994732cefdf.jpg,472,303,License_Plate,114,142,169,179
xemay799_jpg.rf.54cc04781ab105ee58ce2969b6d373d7.jpg,472,303,License_Plate,128,151,234,237
boderquandoi78_jpg.rf.60257d8baba62c5c7407ef54397a7cec.jpg,1200,630,License_Plate,616,344,709,388
0023d0908e76c600_jpg.rf.f37fcf6de5ce1b8e5ee18ed92a51341f.jpg,1024,768,License_Plate,133,556,219,608
pic_603_jpg.rf.b40c95bf52179c016ff0caa0fd16cda2.jpg,1000,695,License_Plate,600,253,809,374
pic_552_jpg.rf.e2aa71ccd8373b8e48877ee146257ab6.jpg,440,330,License_Plate,155,134,284,213
0011d11a6a5ab5ad_jpg.rf.1f1826e6aab333b74d8abb5073f16f30.jpg,1024,660,License_Plate,467,525,542,540
boderquandoi47_jpg.rf.f0889b9a773d600ebd7e3e0e55f3ef06.jpg,600,454,License_Plate,232,233,260,246
CarLongPlateGen675_jpg.rf.43e437d76a3e5693c5aa636edfbe8739.jpg,472,303,License_Plate,225,193,276,204
CarLongPlateGen648_jpg.rf.e1d75abad8a23d84d341f02315a0cef5.jpg,472,303,License_Plate,173,133,226,149
002dab7b4f062545_jpg.rf.ae770ab814d8193c4f0a5ca435a39fd4.jpg,1024,768,License_Plate,323,547,408,573
CarLongPlateGen601_jpg.rf.c3ae2092438174d42785e91e58abb987.jpg,472,303,License_Plate,170,126,220,138
pic_604_jpg.rf.9675c559d36a409e02d2de2d53d189ef.jpg,1209,1300,License_Plate,419,572,679,724
009fcce3b5493593_jpg.rf.b38badf7c2eaf935a23c2bebcf9a1628.jpg,1024,576,License_Plate,825,269,901,325
CarLongPlateGen674_jpg.rf.08e351598ce6a954156d02ec1f10ccc6.jpg,472,303,License_Plate,164,145,215,160
boderquandoi2_jpg.rf.8aa573101c7fdc5e08b128632b50965b.jpg,600,420,License_Plate,390,295,413,303
pic_557_jpg.rf.59a57e79a07ab8d90da3ae5f4598a266.jpg,2592,1456,License_Plate,48,404,105,437
pic_557_jpg.rf.59a57e79a07ab8d90da3ae5f4598a266.jpg,2592,1456,License_Plate,606,262,622,277
pic_557_jpg.rf.59a57e79a07ab8d90da3ae5f4598a266.jpg,2592,1456,License_Plate,1011,726,1256,860
CarLongPlateGen3181_jpg.rf.8f53848233061d710faf007cdcff048b.jpg,472,303,License_Plate,234,209,318,239
boderquandoi36_jpg.rf.e5b87e2d7d97ea8c629f0050996de3df.jpg,650,421,License_Plate,259,271,302,283
00166578c691cd43_jpg.rf.bfa1273a2ac2e2800ee4df0246d98980.jpg,768,1024,License_Plate,300,713,401,742
0063cc2c5f7d82ed_jpg.rf.8c4abaf004d60ea4996fe7e436341805.jpg,1024,768,License_Plate,236,556,356,619
CarLongPlateGen583_jpg.rf.f270d0430e6eafd1ddac218921c28ee1.jpg,472,303,License_Plate,209,213,259,228
00493f6c61b373d3_jpg.rf.18d92f69ffcd2e70e3fcc68e3130b575.jpg,1024,768,License_Plate,597,436,799,531
Cars362_png_jpg.rf.2f2cefe60dbde2e75f76229023db59cb.jpg,400,300,License_Plate,138,171,161,178
Cars362_png_jpg.rf.2f2cefe60dbde2e75f76229023db59cb.jpg,400,300,License_Plate,362,159,374,167
boderquandoi48_jpg.rf.d6a856fd5dc359bed21c97c80eff3f0d.jpg,645,429,License_Plate,296,267,321,281
03094f5a2043b4a5_jpg.rf.5be71a333ab2c4b5a8f5317972a28bee.jpg,1024,768,License_Plate,729,454,806,495
03094f5a2043b4a5_jpg.rf.5be71a333ab2c4b5a8f5317972a28bee.jpg,1024,768,License_Plate,301,422,359,452
CarLongPlateGen649_jpg.rf.f745288c0ef2d7062cbec56b697455ef.jpg,472,303,License_Plate,202,142,260,163
CarLongPlateGen1815_jpg.rf.d4e23f70f5bd2bf4913f81217714d814.jpg,472,303,License_Plate,241,135,326,165
boderquandoi59_jpg.rf.96c1812014ed1f604ebaabae510df954.jpg,960,540,License_Plate,567,312,605,338
boderquandoi59_jpg.rf.96c1812014ed1f604ebaabae510df954.jpg,960,540,License_Plate,459,290,474,302
boderquandoi59_jpg.rf.96c1812014ed1f604ebaabae510df954.jpg,960,540,License_Plate,275,299,301,320
xemay2249_jpg.rf.91689b04f04138d19efb4adfa18cae85.jpg,472,303,License_Plate,213,166,251,189
xemay772_jpg.rf.695b1234694c9465fd810f956f929751.jpg,472,303,License_Plate,144,139,242,209
CarLongPlateGen608_jpg.rf.d862c7d9b8838327e8891f57933f49fb.jpg,472,303,License_Plate,255,176,317,189
boderquandoi41_jpg.rf.31e69cb096f54ba88cb08d7008d4216a.jpg,580,396,License_Plate,274,179,301,190
CarLongPlateGen5_jpg.rf.7f7382300b28d015c0763ca3a80e64c1.jpg,472,303,License_Plate,249,143,293,156
CarLongPlateGen2420_jpg.rf.e10d0db036711475c820848feae9cd6a.jpg,472,303,License_Plate,103,108,228,155
boderquandoi68_jpg.rf.17ac7fe13288cb19a7268f9285f84625.jpg,598,480,License_Plate,401,271,421,282
brightnessquandoi28_jpg.rf.6937323dc94802104a269358ae480d10.jpg,650,414,License_Plate,193,299,262,327
0030164dc0dba5d9_jpg.rf.ece15f6e3ba36689342d3543bc679065.jpg,1024,768,License_Plate,495,449,553,484
xemay2234_jpg.rf.2fdc5da7d02dc44fd80a92e63c7d7aac.jpg,472,303,License_Plate,233,105,280,139
CarLongPlateGen619_jpg.rf.fd09d230198885355bfaf7063434acf9.jpg,472,303,License_Plate,237,107,290,122
xemay2259_jpg.rf.1d054b4efdf24ce781690743a432c007.jpg,472,303,License_Plate,213,48,262,101
xemay2344_jpg.rf.ae7d28aae1e8f3a8e34affaf64f1c820.jpg,472,303,License_Plate,247,185,275,207
brightnessquandoi12_jpg.rf.ebb4e9d08b16c68dc5ce05174b29efc7.jpg,653,453,License_Plate,350,334,425,364
boderquandoi81_jpg.rf.ec8bcc54d489197115775aa1dea32c5a.jpg,512,334,License_Plate,203,178,213,188
boderquandoi81_jpg.rf.ec8bcc54d489197115775aa1dea32c5a.jpg,512,334,License_Plate,289,200,304,209
